fighter_name,first,last,nickname,height_cm,weight_lbs,reach_cm,stance,dob,url
Jeremy Kennedy,Jeremy,Kennedy,JBC,180.3,145.0,180.3,Orthodox,1992-09-16,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
Waylon Kennell,Waylon,Kennell,,182.9,185.0,,,,http://ufcstats.com/fighter-details/9b8a73b59be8d786
Casey Kenney,Casey,Kenney,,170.2,135.0,172.7,Southpaw,1991-03-20,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Maimaitituoheti Keremuaili,Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,167.6,135.0,167.6,Orthodox,1991-03-18,http://ufcstats.com/fighter-details/772022b989534f0d
Aurelijus Kerpe,Aurelijus,Kerpe,,,,,Orthodox,,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Mark Kerr,Mark,Kerr,The Smashing Machine,190.5,266.0,,Switch,1968-12-21,http://ufcstats.com/fighter-details/a7b48e18ca27795d
Will Kerr,Will,Kerr,,177.8,155.0,175.3,Orthodox,1982-10-21,http://ufcstats.com/fighter-details/ef61d9f5176b3200
Ron Keslar,Ron,Keslar,,,185.0,,,,http://ufcstats.com/fighter-details/b84f34b425dfd24b
Rustam Khabilov,Rustam,Khabilov,Tiger,172.7,155.0,185.4,Orthodox,1986-11-04,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Adam Khaliev,Adam,Khaliev,,182.9,170.0,,Orthodox,1984-04-16,http://ufcstats.com/fighter-details/1aba18b5f15d4956
Sergey Khandozhko,Sergey,Khandozhko,Honda,185.4,170.0,188.0,Orthodox,1992-05-19,http://ufcstats.com/fighter-details/90da09db03e41748
Sergei Kharitonov,Sergei,Kharitonov,,182.9,245.0,,Orthodox,1980-08-18,http://ufcstats.com/fighter-details/0693b2eab79198ea
Alfred Khashakyan,Alfred,Khashakyan,The Fearless,172.7,135.0,177.8,Orthodox,1988-07-17,http://ufcstats.com/fighter-details/3929efe0c0a83d07
Aziz Khaydarov,Aziz,Khaydarov,,180.3,155.0,182.9,Orthodox,1993-09-25,http://ufcstats.com/fighter-details/a072b512b6f4fc42
Mansher Khera,Mansher,Khera,New Era,177.8,155.0,172.7,Orthodox,1992-04-15,http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f
Aliaskhab Khizriev,Aliaskhab,Khizriev,Black Wolf,175.3,185.0,188.0,Southpaw,1990-08-24,http://ufcstats.com/fighter-details/7ab478c397cd68ef
WonBin Ki,WonBin,Ki,The Danger,180.3,155.0,185.4,Orthodox,1991-02-11,http://ufcstats.com/fighter-details/aaeb55084b198a39
Pannie Kianzad,Pannie,Kianzad,Banzai,170.2,135.0,167.6,Orthodox,1991-12-08,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Akira Kikuchi,Akira,Kikuchi,,172.7,155.0,,Orthodox,1978-07-23,http://ufcstats.com/fighter-details/9c37681096c6f3a9
Katsunori Kikuno,Katsunori,Kikuno,,172.7,145.0,167.6,Orthodox,1981-10-31,http://ufcstats.com/fighter-details/44470bfd9483c7ad
Sanae Kikuta,Sanae,Kikuta,,175.3,200.0,,Orthodox,1971-09-10,http://ufcstats.com/fighter-details/e4bde462b043d3e1
Jacob Kilburn,Jacob,Kilburn,The Killer,175.3,145.0,182.9,Orthodox,1995-06-28,http://ufcstats.com/fighter-details/637bd06c32219f0b
Dong Hyun Kim,Dong Hyun,Kim,Stun Gun,188.0,170.0,193.0,Southpaw,1981-11-17,http://ufcstats.com/fighter-details/9bcf8603ceb25680
Jin Oh Kim,Jin Oh,Kim,,175.3,205.0,,Orthodox,,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Dae Won Kim,Dae Won,Kim,,180.3,180.0,,Orthodox,,http://ufcstats.com/fighter-details/354808cf38d9d73c
Jong Wang Kim,Jong Wang,Kim,,185.4,240.0,,,,http://ufcstats.com/fighter-details/380e8b023290d091
Jong Won Kim,Jong Won,Kim,,170.2,139.0,,Orthodox,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
Min Soo Kim,Min Soo,Kim,,185.4,255.0,,Southpaw,1975-01-22,http://ufcstats.com/fighter-details/831b937811804dad
Jong Man Kim,Jong Man,Kim,Special Force,170.2,139.0,,Orthodox,1978-03-03,http://ufcstats.com/fighter-details/dba230fe33011201
Ji Yeon Kim,Ji Yeon,Kim,Firefist,170.2,125.0,182.9,Orthodox,1989-10-18,http://ufcstats.com/fighter-details/a20f234df70f2182
MinWoo Kim,MinWoo,Kim,Korean MOAI,172.7,135.0,182.9,Orthodox,1993-07-21,http://ufcstats.com/fighter-details/6343a95f1d9e6a33
HanSeul Kim,HanSeul,Kim,Spade,185.4,170.0,185.4,Southpaw,1990-06-19,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7
KyeungPyo Kim,KyeungPyo,Kim,Redhorse,175.3,155.0,180.3,Orthodox,1992-01-29,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7
Sangwook Kim,Sangwook,Kim,Frogman,182.9,155.0,180.3,Orthodox,1993-10-17,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4
SangWon Kim,SangWon,Kim,No Problem,175.3,145.0,175.3,Orthodox,1993-09-01,http://ufcstats.com/fighter-details/e9712cad24948ce1
KyuSung Kim,KyuSung,Kim,,180.3,125.0,175.3,Orthodox,1992-11-05,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1
So Yul Kim,So Yul,Kim,,,115.0,,,1997-05-25,http://ufcstats.com/fighter-details/864c07a7ff90caae
Jeremy Kimball,Jeremy,Kimball,,182.9,205.0,182.9,Switch,1991-01-03,http://ufcstats.com/fighter-details/917a5cb9821df261
Rob Kimmons,Rob,Kimmons,The Rosedale Reaper,177.8,185.0,185.4,Orthodox,1981-01-30,http://ufcstats.com/fighter-details/054defd5420a551f
Dustin Kimura,Dustin,Kimura,The Diamond,170.2,135.0,180.3,Orthodox,1989-05-21,http://ufcstats.com/fighter-details/fe91d254db77a7fc
Taiei Kin,Taiei,Kin,,180.3,185.0,,Orthodox,1970-07-08,http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mike King,Mike,King,,190.5,185.0,,,1983-08-04,http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Kyle Kingsbury,Kyle,Kingsbury,Kingsbu,193.0,205.0,200.7,Orthodox,1982-03-22,http://ufcstats.com/fighter-details/b959e8c7fd8390d2
Yusaku Kinoshita,Yusaku,Kinoshita,,182.9,170.0,180.3,Southpaw,2000-08-21,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
Kamuela Kirk,Kamuela,Kirk,The Jawaiian,177.8,155.0,190.5,Switch,1994-04-13,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Yurij Kiseliov,Yurij,Kiseliov,Playboy,172.7,185.0,,Orthodox,,http://ufcstats.com/fighter-details/51d2aaaca56e5b40
Justine Kish,Justine,Kish,,165.1,125.0,162.6,Orthodox,1988-04-13,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Koji Kitao,Koji,Kitao,,200.7,350.0,,Southpaw,1963-10-12,http://ufcstats.com/fighter-details/2a6f8136da1e52c0
Satoru Kitaoka,Satoru,Kitaoka,,167.6,154.0,,,1980-02-04,http://ufcstats.com/fighter-details/e2ac5bb645f33088
Top Noi Kiwram,Top Noi,Kiwram,,165.1,125.0,170.2,Southpaw,1992-08-15,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
Ludovit Klein,Ludovit,Klein,Mr. Highlight,170.2,155.0,182.9,Southpaw,1995-02-22,http://ufcstats.com/fighter-details/5b86d491d63890c5
Nick Klein,Nick,Klein,Blue Collar,185.4,185.0,195.6,Orthodox,1995-09-08,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa
Seth Kleinbeck,Seth,Kleinbeck,Mass Destruction,188.0,185.0,,,1973-07-25,http://ufcstats.com/fighter-details/8ad022dd81224f61
Stefan Klever,Stefan,Klever,,,185.0,,Orthodox,,http://ufcstats.com/fighter-details/bc3876891e155bb5
Fatima Kline,Fatima,Kline,The Archangel,167.6,115.0,170.2,Orthodox,2000-07-12,http://ufcstats.com/fighter-details/745fa7b605f8e2da
Felix Klinkhammer,Felix,Klinkhammer,,182.9,170.0,,,,http://ufcstats.com/fighter-details/8276f28f1ad087de
Drakkar Klose,Drakkar,Klose,,175.3,155.0,177.8,Orthodox,1988-03-09,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Michael Knaap,Michael,Knaap,Hammer,188.0,220.0,,Orthodox,1984-02-27,http://ufcstats.com/fighter-details/02f0e04acf102ea9
Kevin Knabjian,Kevin,Knabjian,,177.8,170.0,,Orthodox,1984-07-05,http://ufcstats.com/fighter-details/1fac46d466abd5b8
Jason Knight,Jason,Knight,The Kid,177.8,145.0,180.3,Orthodox,1992-07-14,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
William Knight,William,Knight,Knightmare,177.8,205.0,185.4,Orthodox,1988-04-03,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Josefine Knutsson,Josefine,Knutsson,Thunder,160.0,115.0,152.4,Orthodox,1996-01-16,http://ufcstats.com/fighter-details/971dba22c622af12
Seokhyeon Ko,Seokhyeon,Ko,Technical,177.8,170.0,180.3,Southpaw,1993-09-24,http://ufcstats.com/fighter-details/4a07b1988477502c
Isao Kobayashi,Isao,Kobayashi,,172.7,145.0,,,1988-10-28,http://ufcstats.com/fighter-details/a02652d063ef5baa
Kelly Kobold,Kelly,Kobold,Blood Red,167.6,135.0,,Orthodox,1983-02-25,http://ufcstats.com/fighter-details/c398235fcaf8d71d
Erik Koch,Erik,Koch,Phoenix,177.8,170.0,180.3,Southpaw,1988-10-04,http://ufcstats.com/fighter-details/99bd87a300079ed9
Sokun Koh,Sokun,Koh,,185.4,205.0,,,,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Shingo Kohara,Shingo,Kohara,,167.6,135.0,,,,http://ufcstats.com/fighter-details/44c233770075cea1
Brad Kohler,Brad,Kohler,,175.3,220.0,,Orthodox,1964-05-26,http://ufcstats.com/fighter-details/13c4313ed0f744f3
Charlie Kohler,Charlie,Kohler,,175.3,155.0,,Orthodox,1976-07-16,http://ufcstats.com/fighter-details/5717efc6f271cd52
Tsuyoshi Kohsaka,Tsuyoshi,Kohsaka,TK,180.3,225.0,,Orthodox,1970-03-06,http://ufcstats.com/fighter-details/b76ed59283d3559c
Kaloyan Kolev,Kaloyan,Kolev,,188.0,205.0,185.4,Orthodox,1992-10-17,http://ufcstats.com/fighter-details/33de378ce1734638
John Kolosci,John,Kolosci,,180.3,185.0,,Orthodox,1974-11-26,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Yuki Kondo,Yuki,Kondo,,180.3,183.0,,Southpaw,1975-07-17,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Syuri Kondo,Syuri,Kondo,,162.6,115.0,167.6,Orthodox,1989-02-08,http://ufcstats.com/fighter-details/a851c35f58199231
Mantas Kondratavicius,Mantas,Kondratavicius,,188.0,185.0,190.5,Orthodox,1999-07-17,http://ufcstats.com/fighter-details/3cc506f115cbb9d5
Cheick Kongo,Cheick,Kongo,,193.0,240.0,208.3,Orthodox,1975-05-17,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Andrei Kopylov,Andrei,Kopylov,,188.0,265.0,,Orthodox,1965-07-16,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Roman Kopylov,Roman,Kopylov,,182.9,185.0,190.5,Southpaw,1991-05-04,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Bruno Korea,Bruno,Korea,,167.6,135.0,165.1,,1991-06-28,http://ufcstats.com/fighter-details/6c011be66326ad97
Chungreng Koren,Chungreng,Koren,The Indian Rhino,,135.0,,,1998-02-01,http://ufcstats.com/fighter-details/000774e57404d8c7
Andrey Koreshkov,Andrey,Koreshkov,Spartan,182.9,170.0,,,1990-08-23,http://ufcstats.com/fighter-details/aee885b8ca29ab4f
Josh Koscheck,Josh,Koscheck,,177.8,170.0,185.4,Orthodox,1977-11-30,http://ufcstats.com/fighter-details/dd37fd509af89f15
Steven Koslow,Steven,Koslow,Obi Won Shinobi The Pillow,170.2,125.0,175.3,Switch,1997-01-22,http://ufcstats.com/fighter-details/84512339473dd300
Naoyuki Kotani,Naoyuki,Kotani,,172.7,155.0,167.6,Southpaw,1981-12-08,http://ufcstats.com/fighter-details/bc8f6b42767e28df
Ilya Kotau,Ilya,Kotau,,,170.0,,,,http://ufcstats.com/fighter-details/a68d57ae177a5815
Iouri Kotchkine,Iouri,Kotchkine,,188.0,235.0,,Orthodox,,http://ufcstats.com/fighter-details/c6becb722706c7d8
Matt Kovacs,Matt,Kovacs,300,182.9,244.0,,Orthodox,,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf
Marcus Kowal,Marcus,Kowal,,,135.0,,,,http://ufcstats.com/fighter-details/ad0e42800a0d8977
Karolina Kowalkiewicz,Karolina,Kowalkiewicz,,160.0,115.0,162.6,Orthodox,1985-10-15,http://ufcstats.com/fighter-details/d7c3816669784109
Martin Kozak,Martin,Kozak,CEO,,185.0,,,2002-07-09,http://ufcstats.com/fighter-details/716538be58c6c5e1
Steve Kozola,Steve,Kozola,,,155.0,,,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
Derrick Krantz,Derrick,Krantz,D-Rock,177.8,170.0,182.9,Orthodox,1988-01-13,http://ufcstats.com/fighter-details/714e1e0681ddb703
James Krause,James,Krause,The,188.0,170.0,185.4,Orthodox,1986-06-04,http://ufcstats.com/fighter-details/8f6a18831a120817
Pascal Krauss,Pascal,Krauss,Panzer,185.4,170.0,,Orthodox,1987-04-19,http://ufcstats.com/fighter-details/a01e84abefd85ec0
Rene Kronvold,Rene,Kronvold,,172.7,170.0,,Orthodox,,http://ufcstats.com/fighter-details/db05271715bb4874
Joseph Kropschot,Joseph,Kropschot,The Land Animal,,185.0,,,1995-06-19,http://ufcstats.com/fighter-details/8a81a0707350c4a8
Kaynan Kruschewsky,Kaynan,Kruschewsky,Bahia,182.9,155.0,185.4,Orthodox,1991-04-04,http://ufcstats.com/fighter-details/ca36633b80be4a78
Jorgen Kruth,Jorgen,Kruth,The Last Viking,188.0,205.0,,,1974-05-08,http://ufcstats.com/fighter-details/6071d786f6187810
Nikita Krylov,Nikita,Krylov,The Miner,190.5,205.0,195.6,Orthodox,1992-03-07,http://ufcstats.com/fighter-details/1091d4d957141094
Mariusz Ksiazkiewicz,Mariusz,Ksiazkiewicz,The Iron Pol,190.5,185.0,190.5,Southpaw,1989-10-04,http://ufcstats.com/fighter-details/ab16537dd1e5e81d
Eliezer Kubanza,Eliezer,Kubanza,,175.3,170.0,188.0,Orthodox,1997-12-23,http://ufcstats.com/fighter-details/66579081831db7b0
Junya Kudo,Junya,Kudo,,,135.0,,Orthodox,,http://ufcstats.com/fighter-details/487c170da059857d
John Kuhner,John,Kuhner,,,170.0,,,1982-10-12,http://ufcstats.com/fighter-details/a272656ad662ac53
Michael Kuiper,Michael,Kuiper,,182.9,185.0,185.4,Orthodox,1989-06-07,http://ufcstats.com/fighter-details/b7f38813485745da
Anton Kuivanen,Anton,Kuivanen,,172.7,155.0,182.9,Orthodox,1984-05-01,http://ufcstats.com/fighter-details/706f8e2b34e8e18b
Maiju Kujala,Maiju,Kujala,,,135.0,,,,http://ufcstats.com/fighter-details/4e77d070239699e2
Sumit Kumar,Sumit,Kumar,The Indian Kid,165.1,125.0,167.6,Orthodox,2000-09-09,http://ufcstats.com/fighter-details/a0a625221e0dd339
Aleksei Kunchenko,Aleksei,Kunchenko,,172.7,170.0,177.8,Orthodox,1984-05-02,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
Rizvan Kuniev,Rizvan,Kuniev,,193.0,240.0,193.0,Orthodox,1992-03-10,http://ufcstats.com/fighter-details/739fd4fbb5d862f4
Keigo Kunihara,Keigo,Kunihara,,182.9,235.0,,Orthodox,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
Kiichi Kunimoto,Kiichi,Kunimoto,Strasser,177.8,170.0,180.3,Orthodox,1981-05-01,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
Jon Kunneman,Jon,Kunneman,AK-47,,185.0,,,1999-07-14,http://ufcstats.com/fighter-details/2694c4997a51ed01
Leo Kuntz,Leo,Kuntz,The Lion,177.8,155.0,,Orthodox,1983-10-03,http://ufcstats.com/fighter-details/6905d45bd71b50a9
Korey Kuppe,Korey,Kuppe,,195.6,170.0,195.6,Switch,1989-01-23,http://ufcstats.com/fighter-details/780a2897055e3ee3
Ramazan Kuramagomedov,Ramazan,Kuramagomedov,,185.4,170.0,185.4,Orthodox,1996-08-23,http://ufcstats.com/fighter-details/b6a73e6f11a8835c
Tsuyoshi Kurihara,Tsuyoshi,Kurihara,,177.8,185.0,,Orthodox,1973-07-13,http://ufcstats.com/fighter-details/032b65d5fff611b2
Eldari Kurtanidze,Eldari,Kurtanidze,,167.6,235.0,,Orthodox,1972-04-16,http://ufcstats.com/fighter-details/4c78fc005a53831d
Kyle Kurtz,Kyle,Kurtz,,,170.0,,,,http://ufcstats.com/fighter-details/b490def93478ae29
Guram Kutateladze,Guram,Kutateladze,Georgian Viking,180.3,155.0,182.9,Orthodox,1992-01-08,http://ufcstats.com/fighter-details/7772b283d288dbe2
Vadym Kutsyi,Vadym,Kutsyi,,182.9,170.0,180.3,Orthodox,1991-07-18,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
Lina Kvokov,Lina,Kvokov,,175.3,135.0,,Orthodox,,http://ufcstats.com/fighter-details/843dd76c50cae0f6
Kaleo Kwan,Kaleo,Kwan,Leo Boy,170.2,155.0,,,1970-08-01,http://ufcstats.com/fighter-details/2545c7f47a65bca3
Jarrod Kwitty,Jarrod,Kwitty,,172.7,185.0,,,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97
Mike Kyle,Mike,Kyle,MAK,193.0,205.0,195.6,Orthodox,1980-03-31,http://ufcstats.com/fighter-details/56b8b24f65f9f057
Lisa Kyriacou,Lisa,Kyriacou,The Savage,165.1,125.0,162.6,Orthodox,1993-11-17,http://ufcstats.com/fighter-details/edbc609a3b0d2aba
Achmed Labasanov,Achmed,Labasanov,,190.5,215.0,,Orthodox,1978-04-24,http://ufcstats.com/fighter-details/b3fb8d2293e17a59
Josh LaBerge,Josh,LaBerge,,177.8,145.0,,,,http://ufcstats.com/fighter-details/5108b169b5fe1f86
Jeremiah Labiano,Jeremiah,Labiano,The Kid,177.8,135.0,,,,http://ufcstats.com/fighter-details/4fe1d105af549845
Daniel Lacerda,Daniel,Lacerda,Miojo,167.6,125.0,177.8,Switch,1996-06-05,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Luan Lacerda,Luan,Lacerda,,170.2,135.0,180.3,Orthodox,1993-01-07,http://ufcstats.com/fighter-details/6fc506e1099afe20
Kemran Lachinov,Kemran,Lachinov,,,170.0,,,,http://ufcstats.com/fighter-details/eb84192d1a97f69e
Aspen Ladd,Aspen,Ladd,,167.6,135.0,167.6,Orthodox,1995-03-01,http://ufcstats.com/fighter-details/d4691518d012b9e7
Ryan LaFlare,Ryan,LaFlare,,185.4,170.0,188.0,Southpaw,1983-10-01,http://ufcstats.com/fighter-details/4c7781da8c6cae93
Corinne Laframboise,Corinne,Laframboise,,162.6,125.0,165.1,Orthodox,1989-05-25,http://ufcstats.com/fighter-details/fbe9f4efc2153be2
Ben Lagman,Ben,Lagman,Bad News,188.0,185.0,,,1986-09-04,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5
Noad Lahat,Noad,Lahat,Neo,175.3,145.0,175.3,Orthodox,1984-06-08,http://ufcstats.com/fighter-details/9f755fb04cc21499
Tina Lahdemaki,Tina,Lahdemaki,Jelly Bean,157.5,115.0,,Orthodox,1988-05-28,http://ufcstats.com/fighter-details/e5ca2bc2451a5956
Yohan Lainesse,Yohan,Lainesse,White Lion,185.4,170.0,193.0,Orthodox,1992-08-14,http://ufcstats.com/fighter-details/f998f5c102250d6e
Tim Lajcik,Tim,Lajcik,The Bohemian,185.4,225.0,,Orthodox,1965-06-21,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d
Todd Lally,Todd,Lally,,170.2,145.0,,Orthodox,,http://ufcstats.com/fighter-details/7d06092326c52528
Sean Lally,Sean,Lally,The Unpredictable One,182.9,170.0,,Orthodox,1990-11-04,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f
Ricardo Lamas,Ricardo,Lamas,The Bully,172.7,145.0,180.3,Orthodox,1982-05-21,http://ufcstats.com/fighter-details/3974fa35c917af1d
Jason Lambert,Jason,Lambert,The Punisher,190.5,185.0,190.5,Orthodox,1975-06-03,http://ufcstats.com/fighter-details/5be86bb2f78fef2f
Jose Landi-Jons,Jose,Landi-Jons,Pele,180.3,170.0,,Orthodox,1973-09-09,http://ufcstats.com/fighter-details/7e062824c175f975
Nate Landwehr,Nate,Landwehr,The Train,175.3,145.0,182.9,Orthodox,1988-06-06,http://ufcstats.com/fighter-details/583ee11abddfc581
Austen Lane,Austen,Lane,,198.1,245.0,203.2,Orthodox,1987-11-09,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
Aaron Lanfranco,Aaron,Lanfranco,,,155.0,,,1986-08-26,http://ufcstats.com/fighter-details/d73e856f150744b2
Jeremy Lang,Jeremy,Lang,,180.3,205.0,,Southpaw,1975-05-11,http://ufcstats.com/fighter-details/09422812370fbdfe
Lionel Lanham,Lionel,Lanham,,,205.0,,,1980-08-31,http://ufcstats.com/fighter-details/b8980dd7e8fc5976
Lina Lansberg,Lina,Lansberg,Elbow Queen,170.2,135.0,165.1,Orthodox,1982-03-13,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Taylor Lapilus,Taylor,Lapilus,Double Impact,167.6,135.0,185.4,Southpaw,1992-04-08,http://ufcstats.com/fighter-details/8b1ed83b02303075
Chad Laprise,Chad,Laprise,The Disciple,177.8,170.0,180.3,Orthodox,1986-07-23,http://ufcstats.com/fighter-details/c03a5022f8439f2a
Anthony Lapsley,Anthony,Lapsley,The Recipe,175.3,170.0,,Southpaw,1980-02-13,http://ufcstats.com/fighter-details/f3a853544e4413c4
TJ Laramie,TJ,Laramie,,167.6,145.0,167.6,Orthodox,1997-10-15,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Joseph Larcinese,Joseph,Larcinese,Big Sexy,,125.0,,,1998-10-01,http://ufcstats.com/fighter-details/62a72adeb0227603
Icho Larenas,Icho,Larenas,,190.5,235.0,,Orthodox,1980-03-12,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Lorenz Larkin,Lorenz,Larkin,The Monsoon,180.3,170.0,182.9,Orthodox,1986-09-03,http://ufcstats.com/fighter-details/9450848a71d53776
Jeremy Larsen,Jeremy,Larsen,,177.8,145.0,177.8,Orthodox,1984-05-18,http://ufcstats.com/fighter-details/c3bd649a9194e50c
Brock Larson,Brock,Larson,,180.3,170.0,180.3,Southpaw,1977-08-23,http://ufcstats.com/fighter-details/5eedbf1e9601be35
Ryan Larson,Ryan,Larson,,,170.0,,,1980-12-30,http://ufcstats.com/fighter-details/7107e53ebd7435fb
Bobby Lashley,Bobby,Lashley,,190.5,255.0,198.1,Orthodox,1976-07-16,http://ufcstats.com/fighter-details/b0826525fa17231d
Ilir Latifi,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.4,Orthodox,1982-07-28,http://ufcstats.com/fighter-details/e9a3aeb207578eea
Sione Latu,Sione,Latu,,182.9,215.0,,,,http://ufcstats.com/fighter-details/5898357a45a73674
Phillip Latu,Phillip,Latu,The Doctor,190.5,205.0,193.0,Orthodox,1991-02-17,http://ufcstats.com/fighter-details/09224b76d27007ee
Jenel Lausa,Jenel,Lausa,,165.1,125.0,172.7,Orthodox,1988-08-01,http://ufcstats.com/fighter-details/ec664422b22d9787
Joe Lauzon,Joe,Lauzon,,177.8,155.0,180.3,Orthodox,1984-05-22,http://ufcstats.com/fighter-details/3bad7ef643840f67
Dan Lauzon,Dan,Lauzon,The Upgrade,177.8,155.0,,Orthodox,1988-03-30,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
Sandra Lavado,Sandra,Lavado,Peruvian Zombie,170.2,115.0,167.6,Orthodox,1994-05-03,http://ufcstats.com/fighter-details/aa6da8cb3a26da04
Chatt Lavender,Chatt,Lavender,,172.7,170.0,,,1976-05-24,http://ufcstats.com/fighter-details/5449dcccd972ff83
Cody Law,Cody,Law,,,145.0,,,1995-03-24,http://ufcstats.com/fighter-details/e3162dbdbfd78287
Muhammed Lawal,Muhammed,Lawal,King Mo,182.9,205.0,198.1,Southpaw,1981-01-11,http://ufcstats.com/fighter-details/a571770c4016736f
Robbie Lawler,Robbie,Lawler,Ruthless,180.3,170.0,188.0,Southpaw,1982-03-20,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Tom Lawlor,Tom,Lawlor,Filthy,182.9,205.0,188.0,Southpaw,1983-05-15,http://ufcstats.com/fighter-details/4d44f37107f01b9b
Justin Lawrence,Justin,Lawrence,The American Kidd,172.7,145.0,170.2,Orthodox,1990-05-15,http://ufcstats.com/fighter-details/879f6cae48d25baa
Lance Lawrence,Lance,Lawrence,,185.4,145.0,188.0,Orthodox,1993-06-26,http://ufcstats.com/fighter-details/ce039df1994b18f0
Ronnie Lawrence,Ronnie,Lawrence,The Heat,172.7,135.0,172.7,Switch,1992-06-13,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Eric Lawson,Eric,Lawson,,182.9,185.0,,Orthodox,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Jimmy Lawson,Jimmy,Lawson,Greedy,182.9,265.0,195.6,Orthodox,1991-11-13,http://ufcstats.com/fighter-details/e43eefb10d440cb0
Valmir Lazaro,Valmir,Lazaro,Bidu,182.9,155.0,185.4,Orthodox,1985-08-15,http://ufcstats.com/fighter-details/777dea713da2441d
Zviad Lazishvili,Zviad,Lazishvili,,167.6,135.0,175.3,Orthodox,1991-10-25,http://ufcstats.com/fighter-details/41498c2d1a87b154
Mounir Lazzez,Mounir,Lazzez,The Sniper,185.4,170.0,193.0,Orthodox,1987-11-16,http://ufcstats.com/fighter-details/49ee5024966efc0d
Cung Le,Cung,Le,,175.3,185.0,177.8,Southpaw,1972-05-25,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Thanh Le,Thanh,Le,,175.3,145.0,188.0,Orthodox,1985-08-28,http://ufcstats.com/fighter-details/882b3f5a0774d575
Quang Le,Quang,Le,Bang,170.2,135.0,177.8,Orthodox,1991-10-18,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Carlos Leal,Carlos,Leal,The Lion,180.3,170.0,188.0,Orthodox,1994-05-04,http://ufcstats.com/fighter-details/28d421729451c8ca
Jordan Leavitt,Jordan,Leavitt,The Monkey King,175.3,155.0,180.3,Southpaw,1995-06-02,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Jerome LeBanner,Jerome,LeBanner,,190.5,265.0,,Southpaw,1972-12-26,http://ufcstats.com/fighter-details/2d0b10789feafddb
Chris Leben,Chris,Leben,The Crippler,180.3,185.0,185.4,Southpaw,1980-07-21,http://ufcstats.com/fighter-details/d43a048a880efdff
Julien Leblanc,Julien,Leblanc,,,185.0,,,1992-01-21,http://ufcstats.com/fighter-details/cd0dfd9846bd03b9
Jean-Paul Lebosnoyani,Jean-Paul,Lebosnoyani,Mufasa,180.3,170.0,182.9,Switch,1999-01-27,http://ufcstats.com/fighter-details/a3dda21be645be93
Mickael Lebout,Mickael,Lebout,Ragnar,180.3,155.0,185.4,Orthodox,1987-08-16,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
