event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",Jeff Monson vs. Tim Lajcik,Jeff Monson,Tim Lajcik,Jeff Monson,W,L,Heavyweight Bout,Decision - Unanimous,2,5:00,2 Rnd (5-5),Mario Yamasaki,http://ufcstats.com/fight-details/075dee476361e83e
UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",Brad Gumm vs. CJ Fernandes,Brad Gumm,CJ Fernandes,,D,D,Welterweight Bout,Decision - Unanimous,2,5:00,2 Rnd (5-5),Mario Yamasaki,http://ufcstats.com/fight-details/c078544a32e18ba3
UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",Yuki Kondo vs. Alexandre Dantas,Yuki Kondo,Alexandre Dantas,Yuki Kondo,W,L,Middleweight Bout,KO/TKO,3,2:28,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/8a9a37d68cc428d6
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Ben Earwood vs. Chris Lytle,Ben Earwood,Chris Lytle,Ben Earwood,W,L,Welterweight Bout,Decision - Unanimous,2,5:00,2 Rnd (5-5),Mario Yamasaki,http://ufcstats.com/fight-details/4aef975838bc19ec
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Mark Hughes vs. Alex Stiebling,Mark Hughes,Alex Stiebling,Mark Hughes,W,L,Middleweight Bout,Decision - Unanimous,2,5:00,2 Rnd (5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b85ce7371fb18305
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Jens Pulver vs. John Lewis,Jens Pulver,John Lewis,Jens Pulver,W,L,Lightweight Bout,KO/TKO,1,0:15,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/be8e34d585be9dc7
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Andrei Arlovski vs. Aaron Brink,Andrei Arlovski,Aaron Brink,Andrei Arlovski,W,L,Heavyweight Bout,Submission,1,0:55,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/91cef206019c119e
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Josh Barnett vs. Gan McGee,Josh Barnett,Gan McGee,Josh Barnett,W,L,Super Heavyweight Bout,KO/TKO,2,4:34,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e4df2b73dff57d3a
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Renato Sobral vs. Maurice Smith,Renato Sobral,Maurice Smith,Renato Sobral,W,L,Heavyweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/40d31c37e00d6d0b
UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",Randy Couture vs. Kevin Randleman,Randy Couture,Kevin Randleman,Randy Couture,W,L,UFC Heavyweight Title Bout,KO/TKO,3,4:13,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/10cca6f437922b6c
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Tito Ortiz vs. Yuki Kondo,Tito Ortiz,Yuki Kondo,Tito Ortiz,W,L,UFC Light Heavyweight Title Bout,Submission,1,1:52,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/2783ccf179321171
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Pat Miletich vs. Kenichi Yamamoto,Pat Miletich,Kenichi Yamamoto,Pat Miletich,W,L,UFC Welterweight Title Bout,Submission,2,1:58,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/53a736ebc356cc4a
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Matt Lindland vs. Yoji Anjo,Matt Lindland,Yoji Anjo,Matt Lindland,W,L,Middleweight Bout,KO/TKO,1,2:58,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/c39728802a8409ee
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Chuck Liddell vs. Jeff Monson,Chuck Liddell,Jeff Monson,Chuck Liddell,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9ea4087371f7a892
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Evan Tanner vs. Lance Gibson,Evan Tanner,Lance Gibson,Evan Tanner,W,L,Middleweight Bout,KO/TKO,1,4:58,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/019eca4a900ed793
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Dennis Hallman vs. Matt Hughes,Dennis Hallman,Matt Hughes,Dennis Hallman,W,L,Welterweight Bout,Submission,1,0:20,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/3c49bf20e4442a81
UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",Fabiano Iha vs. Daiju Takase,Fabiano Iha,Daiju Takase,Fabiano Iha,W,L,Welterweight Bout,KO/TKO,1,2:24,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/5a4f6ff454b1eeb8
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Tito Ortiz vs. Evan Tanner,Tito Ortiz,Evan Tanner,Tito Ortiz,W,L,UFC Light Heavyweight Title Bout,KO/TKO,1,0:32,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/f8820294bbe01486
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Jens Pulver vs. Caol Uno,Jens Pulver,Caol Uno,Jens Pulver,W,L,UFC Lightweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/a38ec65ac140fcf8
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Fabiano Iha vs. Phil Johns,Fabiano Iha,Phil Johns,Fabiano Iha,W,L,Welterweight Bout,Submission,1,1:40,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/74d0da1f9df17b9e
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Phil Baroni vs. Curtis Stout,Phil Baroni,Curtis Stout,Phil Baroni,W,L,Middleweight Bout,Decision - Unanimous,2,5:00,2 Rnd (5-5),Mason White,http://ufcstats.com/fight-details/a949b05c64e43131
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Pedro Rizzo vs. Josh Barnett,Pedro Rizzo,Josh Barnett,Pedro Rizzo,W,L,Heavyweight Bout,KO/TKO,2,4:21,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/75a401066ad784f6
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Elvis Sinosic vs. Jeremy Horn,Elvis Sinosic,Jeremy Horn,Elvis Sinosic,W,L,Middleweight Bout,Submission,1,2:52,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/4a1f37200bc69376
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Sean Sherk vs. Tiki Ghosn,Sean Sherk,Tiki Ghosn,Sean Sherk,W,L,Welterweight Bout,Submission,2,4:47,2 Rnd (5-5),Mason White,http://ufcstats.com/fight-details/bfb468c3427faa50
UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",Bobby Hoffman vs. Mark Robinson,Bobby Hoffman,Mark Robinson,,NC,NC,Heavyweight Bout,Overturned,1,3:27,2 Rnd (5-5),John McCarthy,http://ufcstats.com/fight-details/651da45cc83ce011
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Tony DeSouza vs. Steve Berger,Tony DeSouza,Steve Berger,Tony DeSouza,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/49693a06fc1d8906
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",BJ Penn vs. Joey Gilbert,BJ Penn,Joey Gilbert,BJ Penn,W,L,Lightweight Bout,KO/TKO,1,4:57,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/97a4b37cee48ea0b
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Matt Lindland vs. Ricardo Almeida,Matt Lindland,Ricardo Almeida,Matt Lindland,W,L,Light Heavyweight Bout,DQ,3,4:21,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/ef99fb08c6b06963
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Semmy Schilt vs. Pete Williams,Semmy Schilt,Pete Williams,Semmy Schilt,W,L,Heavyweight Bout,KO/TKO,2,1:28,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/7a018ddd9239e45f
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Shonie Carter vs. Matt Serra,Shonie Carter,Matt Serra,Shonie Carter,W,L,Welterweight Bout,KO/TKO,3,4:51,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/0434a68809885ea1
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Chuck Liddell vs. Kevin Randleman,Chuck Liddell,Kevin Randleman,Chuck Liddell,W,L,Light Heavyweight Bout,KO/TKO,1,1:18,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/c0be83e56601e7ce
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Carlos Newton vs. Pat Miletich,Carlos Newton,Pat Miletich,Carlos Newton,W,L,UFC Welterweight Title Bout,Submission,3,2:50,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/34ab72077963ee74
UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",Randy Couture vs. Pedro Rizzo,Randy Couture,Pedro Rizzo,Randy Couture,W,L,UFC Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/6f62436ae042009b
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Tito Ortiz vs. Elvis Sinosic,Tito Ortiz,Elvis Sinosic,Tito Ortiz,W,L,UFC Light Heavyweight Title Bout,KO/TKO,1,3:32,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/40dbe22895f98978
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",BJ Penn vs. Din Thomas,BJ Penn,Din Thomas,BJ Penn,W,L,Lightweight Bout,KO/TKO,1,2:42,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/5e80048e6a5681b8
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Josh Barnett vs. Semmy Schilt,Josh Barnett,Semmy Schilt,Josh Barnett,W,L,Heavyweight Bout,Submission,1,4:21,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/09da511e611b4eb1
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Pat Miletich vs. Shonie Carter,Pat Miletich,Shonie Carter,Pat Miletich,W,L,Welterweight Bout,KO/TKO,2,2:42,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b7419e18d9461277
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Caol Uno vs. Fabiano Iha,Caol Uno,Fabiano Iha,Caol Uno,W,L,Lightweight Bout,KO/TKO,1,1:48,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/6314e63003745e80
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Ricco Rodriguez vs. Andrei Arlovski,Ricco Rodriguez,Andrei Arlovski,Ricco Rodriguez,W,L,Heavyweight Bout,KO/TKO,3,1:23,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/c9d2abc25651a1a7
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Tony DeSouza vs. Paul Rodriguez,Tony DeSouza,Paul Rodriguez,Tony DeSouza,W,L,Welterweight Bout,Submission,1,1:05,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/085d6ea4d12917a2
UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",Vladimir Matyushenko vs. Yuki Kondo,Vladimir Matyushenko,Yuki Kondo,Vladimir Matyushenko,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/6afdefcb6728467e
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Din Thomas vs. Fabiano Iha,Din Thomas,Fabiano Iha,Din Thomas,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/9cd5a54a285653c2
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Ricardo Almeida vs. Eugene Jackson,Ricardo Almeida,Eugene Jackson,Ricardo Almeida,W,L,Middleweight Bout,Submission,1,4:06,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/fb1fe28a5d97db51
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Jutaro Nakao vs. Tony DeSouza,Jutaro Nakao,Tony DeSouza,Jutaro Nakao,W,L,Welterweight Bout,KO/TKO,2,0:15,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/2e2b70a5294012bd
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Dave Menne vs. Gil Castillo,Dave Menne,Gil Castillo,Dave Menne,W,L,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/37cb7ce0f0b70640
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Matt Serra vs. Yves Edwards,Matt Serra,Yves Edwards,Matt Serra,W,L,Welterweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/3b63f4fb24694d74
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Chuck Liddell vs. Murilo Bustamante,Chuck Liddell,Murilo Bustamante,Chuck Liddell,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/a6a4be467d12ea5c
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Jens Pulver vs. Dennis Hallman,Jens Pulver,Dennis Hallman,Jens Pulver,W,L,UFC Lightweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/970c2beda72908c6
UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",Tito Ortiz vs. Vladimir Matyushenko,Tito Ortiz,Vladimir Matyushenko,Tito Ortiz,W,L,UFC Light Heavyweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/ea64af61ed03453f
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Ricco Rodriguez vs. Pete Williams,Ricco Rodriguez,Pete Williams,Ricco Rodriguez,W,L,Heavyweight Bout,KO/TKO,2,4:02,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7c76b3c48a5583df
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Randy Couture vs. Pedro Rizzo,Randy Couture,Pedro Rizzo,Randy Couture,W,L,UFC Heavyweight Title Bout,KO/TKO,3,3:22,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/bce4808806f88c99
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Matt Hughes vs. Carlos Newton,Matt Hughes,Carlos Newton,Matt Hughes,W,L,UFC Welterweight Title Bout,KO/TKO,2,1:27,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/57f4aac17f067c11
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Josh Barnett vs. Bobby Hoffman,Josh Barnett,Bobby Hoffman,Josh Barnett,W,L,Heavyweight Bout,KO/TKO,2,4:25,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/c3b2a72cc291db4e
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Frank Mir vs. Roberto Traven,Frank Mir,Roberto Traven,Frank Mir,W,L,Heavyweight Bout,Submission,1,1:05,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/586635087cdfbbcc
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Evan Tanner vs. Homer Moore,Evan Tanner,Homer Moore,Evan Tanner,W,L,Light Heavyweight Bout,Submission,2,0:55,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7ea81958dfb80d70
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",Matt Lindland vs. Phil Baroni,Matt Lindland,Phil Baroni,Matt Lindland,W,L,Middleweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e4628e64a2ef7100
UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",BJ Penn vs. Caol Uno,BJ Penn,Caol Uno,BJ Penn,W,L,Lightweight Bout,KO/TKO,1,0:11,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/f20bd0b549e1a97d
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Eugene Jackson vs. Keith Rockel,Eugene Jackson,Keith Rockel,Eugene Jackson,W,L,Middleweight Bout,Submission,2,1:14,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/1f299942446461e9
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Gil Castillo vs. Chris Brennan,Gil Castillo,Chris Brennan,Gil Castillo,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/8762b96aaefb03af
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Kevin Randleman vs. Renato Sobral,Kevin Randleman,Renato Sobral,Kevin Randleman,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f67fa758cc79cd65
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Andrei Semenov vs. Ricardo Almeida,Andrei Semenov,Ricardo Almeida,Andrei Semenov,W,L,Middleweight Bout,KO/TKO,2,2:01,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/17ba2950b7f6d64a
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Chuck Liddell vs. Amar Suloev,Chuck Liddell,Amar Suloev,Chuck Liddell,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/0fe4e788b16c03cd
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Murilo Bustamante vs. Dave Menne,Murilo Bustamante,Dave Menne,Murilo Bustamante,W,L,UFC Middleweight Title Bout,KO/TKO,2,0:44,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/cfa9bc77c803956e
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Ricco Rodriguez vs. Jeff Monson,Ricco Rodriguez,Jeff Monson,Ricco Rodriguez,W,L,Heavyweight Bout,KO/TKO,3,3:00,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/0ff019f37961b954
UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",Jens Pulver vs. BJ Penn,Jens Pulver,BJ Penn,Jens Pulver,W,L,UFC Lightweight Title Bout,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/e1bc211f43378ee7
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Pedro Rizzo vs. Andrei Arlovski,Pedro Rizzo,Andrei Arlovski,Pedro Rizzo,W,L,Heavyweight Bout,KO/TKO,3,1:45,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/efc865fce64b5848
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Matt Hughes vs. Hayato Sakurai,Matt Hughes,Hayato Sakurai,Matt Hughes,W,L,UFC Welterweight Title Bout,KO/TKO,4,3:01,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/e7833d5728f3ebef
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Matt Lindland vs. Pat Miletich,Matt Lindland,Pat Miletich,Matt Lindland,W,L,Middleweight Bout,KO/TKO,1,3:09,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/3c2ac653409cf5f2
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Josh Barnett vs. Randy Couture,Josh Barnett,Randy Couture,Josh Barnett,W,L,UFC Heavyweight Title Bout,KO/TKO,2,4:35,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/38dbb6f2e1456acd
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Frank Mir vs. Pete Williams,Frank Mir,Pete Williams,Frank Mir,W,L,Heavyweight Bout,Submission,1,0:46,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/7468f870b08aaccc
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Matt Serra vs. Kelly Dullanty,Matt Serra,Kelly Dullanty,Matt Serra,W,L,Lightweight Bout,Submission,1,2:58,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/ef83377d584ec055
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Sean Sherk vs. Jutaro Nakao,Sean Sherk,Jutaro Nakao,Sean Sherk,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/87f39e0d82349c3b
UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",Evan Tanner vs. Elvis Sinosic,Evan Tanner,Elvis Sinosic,Evan Tanner,W,L,Light Heavyweight Bout,TKO - Doctor's Stoppage,1,2:06,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/1c0f5152b0bbef05
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Ricco Rodriguez vs. Tsuyoshi Kohsaka,Ricco Rodriguez,Tsuyoshi Kohsaka,Ricco Rodriguez,W,L,Heavyweight Bout,KO/TKO,2,3:25,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/18273af728dda0c8
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",BJ Penn vs. Paul Creighton,BJ Penn,Paul Creighton,BJ Penn,W,L,Lightweight Bout,KO/TKO,2,3:23,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/92de601366ced6dc
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Phil Baroni vs. Amar Suloev,Phil Baroni,Amar Suloev,Phil Baroni,W,L,Middleweight Bout,KO/TKO,1,2:59,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/56812137775844c8
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Murilo Bustamante vs. Matt Lindland,Murilo Bustamante,Matt Lindland,Murilo Bustamante,W,L,UFC Middleweight Title Bout,Submission,3,1:33,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/188537d906b30a7c
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Ivan Salaverry vs. Andrei Semenov,Ivan Salaverry,Andrei Semenov,Ivan Salaverry,W,L,Middleweight Bout,KO/TKO,3,2:27,3 Rnd (5-5-5),Mason White,http://ufcstats.com/fight-details/b82abffcf66db401
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Benji Radach vs. Steve Berger,Benji Radach,Steve Berger,,NC,NC,Welterweight Bout,Overturned,1,0:27,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/fe60fd0ee67902dc
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Robbie Lawler vs. Aaron Riley,Robbie Lawler,Aaron Riley,Robbie Lawler,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/5550e3d9ff8b965c
UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",Caol Uno vs. Yves Edwards,Caol Uno,Yves Edwards,Caol Uno,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Landless,http://ufcstats.com/fight-details/1228c4297882e8ba
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Yves Edwards vs. Joao Pierini,Yves Edwards,Joao Pierini,Yves Edwards,W,L,Lightweight Bout,KO/TKO,1,1:19,3 Rnd (5-5-5),Cecil Peoples,http://ufcstats.com/fight-details/5637c7b3e4131941
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Tony Fryklund vs. Rodrigo Ruas,Tony Fryklund,Rodrigo Ruas,Tony Fryklund,W,L,Middleweight Bout,KO/TKO,2,3:34,3 Rnd (5-5-5),Kipp Kollar,http://ufcstats.com/fight-details/0e30b22cd0987640
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Robbie Lawler vs. Steve Berger,Robbie Lawler,Steve Berger,Robbie Lawler,W,L,Welterweight Bout,KO/TKO,2,0:27,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/37ae54e5a84fd646
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Pete Spratt vs. Zach Light,Pete Spratt,Zach Light,Pete Spratt,W,L,Welterweight Bout,Submission,1,2:25,3 Rnd (5-5-5),Kipp Kollar,http://ufcstats.com/fight-details/3c27780140809908
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Benji Radach vs. Nick Serra,Benji Radach,Nick Serra,Benji Radach,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/255da7afa89eb0e5
UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",Chuck Liddell vs. Vitor Belfort,Chuck Liddell,Vitor Belfort,Chuck Liddell,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/2d1c4027b8e50a0d
